sentence,raw_aspect,sentiment
Lasts upto 6 hrs screen ontime in max levelperformance 4 / 5 : Excellent RAM management,screen,Positive
Lasts upto 6 hrs screen ontime in max levelperformance 4 / 5 : Excellent RAM management,RAM management,Positive
PUBG gets lag,PUBG,Negative
Graphics not upto level,Graphics,Negative
5 / 5 : A lot of Software Bugs in the system UI,Software,Negative
5 / 5 : A lot of Software Bugs in the system UI,system UI,Negative
After 3 days of usage I can say it stands as per it ' s review,usage,Positive
After 3 days of usage I can say it stands as per it ' s review,review,Positive
"It is a good phone , gives a premium feel , and strong too",phone,Positive
"It is a good phone , gives a premium feel , and strong too",feel,Positive
"3000 mah battery is debatable but for my kinda user it ' s not a problem , as I am getting full day backup without any hassle",battery,Neutral
"3000 mah battery is debatable but for my kinda user it ' s not a problem , as I am getting full day backup without any hassle",backup,Positive
"And I m social media addict , so imagine my 4g uses",,
"Only cons I can say is Yes , it get a bit of heated up after a continuous use of say 10 to 15 mins",,
Rest it ' s awesome,,
Nice phone but,phone,Positive
I thik no better,,
"Nice look and features , only battery is draining little frequent",features,Positive
"Nice look and features , only battery is draining little frequent",battery,Negative
Above Average Camera,Camera,Positive
Decent Battery Life,Battery Life,Positive
"Mobile processing is very slow , no advance feature , full hang on speed",Mobile processing,Negative
fast delivery good product,delivery,Positive
I am not able to reedem the jio vouchers,,
Decent camera and battery life,camera,Positive
Decent camera and battery life,battery life,Positive
Total value for money,value,Positive
Honor 9N doesn ' t support dual 4g volte and AI,4g volte,Negative
beacuse kirin 659 soc doesn ' t support dual 4g volte and AI,4g,Negative
"{ { Connectivity & performance 👎👎👎 } } [ [ Design & Display 👍👍👍 ] ] , Overall good , not best",Connectivity,Neutral
"{ { Connectivity & performance 👎👎👎 } } [ [ Design & Display 👍👍👍 ] ] , Overall good , not best",performance,Neutral
"{ { Connectivity & performance 👎👎👎 } } [ [ Design & Display 👍👍👍 ] ] , Overall good , not best",Design,Neutral
"{ { Connectivity & performance 👎👎👎 } } [ [ Design & Display 👍👍👍 ] ] , Overall good , not best",Display,Neutral
In spite of average 3000Mah battery,battery,Negative
Battery drains very much fast,Battery,Negative
Its should be noticeable,,
But except battery all r extremely good and full satisfaction,battery,Positive
awesome phone with great storage capacity but difficult to use two sims with sd card,storage capacity,Positive
awesome phone with great storage capacity but difficult to use two sims with sd card,sd card,Negative
it is easily the beautiful and most Affordable notch at this value,notch,Positive
it is easily the beautiful and most Affordable notch at this value,value,Positive
my honest review about phonedisplay 10 / 10design10 / 10camera10 / 7Battery 10 / 6Value For money10 / 9performance 10 / 9Pros : Good displayExcellent designmirror glass backnotch displaycons : Camera is not that goodmirror glass backoverall rating : 10 / 7,For money10,Positive
my honest review about phonedisplay 10 / 10design10 / 10camera10 / 7Battery 10 / 6Value For money10 / 9performance 10 / 9Pros : Good displayExcellent designmirror glass backnotch displaycons : Camera is not that goodmirror glass backoverall rating : 10 / 7,displayExcellent designmirror glass backnotch displaycons,Negative
my honest review about phonedisplay 10 / 10design10 / 10camera10 / 7Battery 10 / 6Value For money10 / 9performance 10 / 9Pros : Good displayExcellent designmirror glass backnotch displaycons : Camera is not that goodmirror glass backoverall rating : 10 / 7,Camera,Negative
very good product phone looking is very hot,looking,Negative
Ohh made in India lagdi,,
"Phone is overall good , main problem is back panel which is fully made of glass",back panel,Negative
I have drop my phone just one time and my back is fully cracked,back,Negative
So main problem is durability,durability,Negative
"Camera quality seems poor , camera focus is poor , captured image color seems artificial 2",Camera quality,Negative
"Camera quality seems poor , camera focus is poor , captured image color seems artificial 2",camera focus,Negative
"Camera quality seems poor , camera focus is poor , captured image color seems artificial 2",image color,Negative
Video is 720p only so video quality is not that much clear,Video,Positive
Video is 720p only so video quality is not that much clear,video quality,Negative
Noise in the video,Noise,Negative
Videos getting strenched & blurr images,images,Negative
"Battery is poor , getting drained fast",Battery,Negative
"Kirin Processors response is slow compared to snapdragon , Application will take some time to get open",Kirin Processors,Negative
"Kirin Processors response is slow compared to snapdragon , Application will take some time to get open",snapdragon,Negative
"Kirin Processors response is slow compared to snapdragon , Application will take some time to get open",Application,Negative
Request is not to buy Honor 9N as it is not worthfor money,Honor,Negative
Request is not to buy Honor 9N as it is not worthfor money,money,Negative
Don ' t buy blindly untill you check all the features precisely,features,Neutral
but only problem is when i wqtch video then i have to watch on potrait mode,,
rest is all good,,
Only budget ohone,budget,Neutral
"Bad luck within the 6 month screen start giving trouble damage from corner , need to follow up with honor service center",screen,Negative
"Bad luck within the 6 month screen start giving trouble damage from corner , need to follow up with honor service center",service,Positive
"Battery is average , it could be better if would be 4000 mah",Battery,Neutral
Awsmm product 😍😍😍😍,product,Negative
PLEASE SEND ME AN UPDATE OTERWISE I RETURN IT SORRY I HAVE NO CHOICE,,
"I am totally disappointed , for the performance of the phone",performance,Negative
"Display is good , looks good , but major problems are heating",Display,Positive
"Display is good , looks good , but major problems are heating",heating,Negative
